6.837999999999999545e+02,6.075878787878788216e+02,5.313757575757574614e+02,4.551636363636363285e+02,4.079060606060606347e+02,3.730575757575757052e+02,3.382090909090908895e+02,3.033606060606060737e+02,2.685121212121212579e+02,2.336636363636363569e+02,2.009121212121211784e+02,1.870333333333333030e+02,1.731545454545454561e+02,1.592757575757575808e+02,1.453969696969697054e+02,1.315181818181817448e+02,1.176393939393939831e+02,1.084324242424242328e+02,1.038972727272727212e+02,9.936212121212120962e+01,9.482696969696969802e+01,9.029181818181818642e+01,8.575666666666664639e+01,8.122151515151516321e+01,7.668636363636362319e+01,7.215121212121211158e+01,6.761606060606059998e+01,6.308090909090908838e+01,5.854575757575757677e+01,5.401060606060603675e+01,4.947545454545452515e+01,4.494030303030301354e+01,4.040515151515150194e+01,3.586999999999999744e+01,3.465666666666666629e+01,3.344333333333333513e+01,3.222999999999999687e+01,3.101666666666666927e+01,2.980333333333333101e+01,2.858999999999998920e+01,2.737666666666666515e+01,2.616333333333334110e+01,2.495000000000000284e+01,2.373666666666666458e+01,2.252333333333332277e+01,2.130999999999999517e+01,2.009666666666667112e+01,1.888333333333333286e+01,1.766999999999999460e+01,1.645666666666665634e+01,1.568518181818181745e+01,1.535554545454545483e+01,1.502590909090909044e+01,1.469627272727272427e+01,1.436663636363636343e+01,1.403699999999999903e+01,1.370736363636363642e+01,1.337772727272727202e+01,1.304809090909090585e+01,1.271845454545454501e+01,1.238881818181817884e+01,1.205918181818181800e+01,1.172954545454545183e+01,1.139990909090909099e+01,1.107027272727272660e+01,1.074063636363636043e+01,1.041099999999999959e+01,1.008136363636363342e+01,9.751727272727272577e+00,9.422090909090908184e+00,9.092454545454545567e+00,8.762818181818179397e+00,8.433181818181815004e+00,8.103545454545454163e+00,7.773909090909087993e+00,7.444272727272727153e+00,7.114636363636360983e+00,6.784999999999996589e+00,6.455363636363633972e+00,6.125727272727269579e+00,5.796090909090908738e+00,5.466454545454542568e+00,5.136818181818181728e+00,4.930212121212121268e+00,4.846636363636363853e+00,4.763060606060606439e+00,4.679484848484848136e+00,4.595909090909091610e+00,4.512333333333333307e+00,4.428757575757575893e+00,4.345181818181818478e+00,4.261606060606060176e+00,4.178030303030304538e+00,4.094454545454544458e+00,4.010878787878787932e+00,3.927303030303030518e+00,3.843727272727272215e+00,3.760151515151516133e+00,3.676575757575756498e+00,3.592999999999999972e+00
9.290999999999999659e+01,7.978802557938013251e+01,5.558247544854697253e+02,4.888057125735699628e+02,4.425030303030303003e+02,4.050787878787878071e+02,3.676545454545454277e+02,3.302303030303030482e+02,2.928060606060606688e+02,2.553818181818181472e+02,2.201863636363635806e+02,2.050499999999999545e+02,1.899136363636363285e+02,1.747772727272727025e+02,1.596409090909091049e+02,1.445045454545453936e+02,1.293681818181818528e+02,1.193160606060605886e+02,1.143481818181818142e+02,1.093803030303030255e+02,1.044124242424242368e+02,9.944454545454546235e+01,9.447666666666664526e+01,8.950878787878789922e+01,8.454090909090908212e+01,7.957303030303029345e+01,7.460515151515150478e+01,6.963727272727273032e+01,6.466939393939395586e+01,5.970151515151513877e+01,5.473363636363635010e+01,4.976575757575757564e+01,4.479787878787878697e+01,3.982999999999999829e+01,3.848757575757575466e+01,3.714515151515151814e+01,3.580272727272726740e+01,3.446030303030303088e+01,3.311787878787878725e+01,3.177545454545453651e+01,3.043303030303029999e+01,2.909060606060607057e+01,2.774818181818181984e+01,2.640575757575756910e+01,2.506333333333332192e+01,2.372090909090908895e+01,2.237848484848485597e+01,2.103606060606060524e+01,1.969363636363635806e+01,1.835121212121210732e+01,1.749642424242423999e+01,1.712927272727272765e+01,1.676212121212121176e+01,1.639496969696969586e+01,1.602781818181818352e+01,1.566066666666666407e+01,1.529351515151515173e+01,1.492636363636363583e+01,1.455921212121211816e+01,1.419206060606060582e+01,1.382490909090908815e+01,1.345775757575757581e+01,1.309060606060605991e+01,1.272345454545454757e+01,1.235630303030302812e+01,1.198915151515151223e+01,1.162199999999999989e+01,1.125484848484848399e+01,1.088769696969696987e+01,1.052054545454545220e+01,1.015339393939393986e+01,9.786242424242423965e+00,9.419090909090906294e+00,9.051939393939393952e+00,8.684787878787876281e+00,8.317636363636363939e+00,7.950484848484846268e+00,7.583333333333330373e+00,7.216181818181818031e+00,6.849030303030300360e+00,6.481878787878788017e+00,6.114727272727270346e+00,5.747575757575758004e+00,5.517151515151515362e+00,5.423454545454545084e+00,5.329757575757575694e+00,5.236060606060605416e+00,5.142363636363636914e+00,5.048666666666666636e+00,4.954969696969697246e+00,4.861272727272726968e+00,4.767575757575756690e+00,4.673878787878789076e+00,4.580181818181817022e+00,4.486484848484848520e+00,4.392787878787878242e+00,4.299090909090907964e+00,4.205393939393940350e+00,4.111696969696968296e+00,4.017999999999999794e+00
1.080000000000000000e+02,9.505412393240942492e+01,8.210824786481882143e+01,6.916237179722824635e+01,4.879257575757575864e+02,4.478196969696969063e+02,4.077136363636363399e+02,3.676075757575757734e+02,3.275015151515152070e+02,2.873954545454545269e+02,2.495924242424242152e+02,2.325166666666666515e+02,2.154409090909090878e+02,1.983651515151515241e+02,1.812893939393939604e+02,1.642136363636362830e+02,1.471378787878788330e+02,1.357851515151514832e+02,1.301554545454545178e+02,1.245257575757575665e+02,1.188960606060606011e+02,1.132663636363636499e+02,1.076366666666666418e+02,1.020069696969697191e+02,9.637727272727272521e+01,9.074757575757575978e+01,8.511787878787879436e+01,7.948818181818182893e+01,7.385848484848486351e+01,6.822878787878786966e+01,6.259909090909090423e+01,5.696939393939393881e+01,5.133969696969697338e+01,4.571000000000000085e+01,4.417484848484848925e+01,4.263969696969697054e+01,4.110454545454545183e+01,3.956939393939394733e+01,3.803424242424242152e+01,3.649909090909089571e+01,3.496393939393939121e+01,3.342878787878788671e+01,3.189363636363636800e+01,3.035848484848484219e+01,2.882333333333331993e+01,2.728818181818181543e+01,2.575303030303031093e+01,2.421787878787878512e+01,2.268272727272726286e+01,2.114757575757574060e+01,2.016869696969696690e+01,1.974609090909090980e+01,1.932348484848484560e+01,1.890087878787878495e+01,1.847827272727272785e+01,1.805566666666666364e+01,1.763306060606060655e+01,1.721045454545454589e+01,1.678784848484848169e+01,1.636524242424242459e+01,1.594263636363636039e+01,1.552003030303030329e+01,1.509742424242424086e+01,1.467481818181818198e+01,1.425221212121212133e+01,1.382960606060605713e+01,1.340700000000000003e+01,1.298439393939393582e+01,1.256178787878787873e+01,1.213918181818181630e+01,1.171657575757575920e+01,1.129396969696969677e+01,1.087136363636363434e+01,1.044875757575757547e+01,1.002615151515151304e+01,9.603545454545455939e+00,9.180939393939393511e+00,8.758333333333331083e+00,8.335727272727272208e+00,7.913121212121209780e+00,7.490515151515152681e+00,7.067909090909090253e+00,6.645303030303031377e+00,6.379787878787878341e+00,6.271363636363635585e+00,6.162939393939393717e+00,6.054515151515150961e+00,5.946090909090909093e+00,5.837666666666666337e+00,5.729242424242424470e+00,5.620818181818181714e+00,5.512393939393938957e+00,5.403969696969697978e+00,5.295545454545452557e+00,5.187121212121212466e+00,5.078696969696969710e+00,4.970272727272726954e+00,4.861848484848485974e+00,4.753424242424240553e+00,4.644999999999999574e+00
1.212000000000000028e+02,1.067454545454545638e+02,9.229090909090908212e+01,7.783636363636364308e+01,6.741184573002755087e+01,5.871448248720974306e+01,4.178714091152917831e+02,3.808274580600887589e+02,3.437835070048857915e+02,3.067395559496826536e+02,2.715515151515151047e+02,2.530666666666666060e+02,2.345818181818181642e+02,2.160969696969696940e+02,1.976121212121212238e+02,1.791272727272726684e+02,1.606424242424242834e+02,1.483354545454545246e+02,1.422063636363636192e+02,1.360772727272727423e+02,1.299481818181818369e+02,1.238190909090909173e+02,1.176899999999999835e+02,1.115609090909091208e+02,1.054318181818181870e+02,9.930272727272728162e+01,9.317363636363637625e+01,8.704454545454547088e+01,8.091545454545456550e+01,7.478636363636361750e+01,6.865727272727272634e+01,6.252818181818182097e+01,5.639909090909091560e+01,5.027000000000000313e+01,4.858878787878788330e+01,4.690757575757576348e+01,4.522636363636363654e+01,4.354515151515152382e+01,4.186393939393939689e+01,4.018272727272726286e+01,3.850151515151515724e+01,3.682030303030304452e+01,3.513909090909091759e+01,3.345787878787878356e+01,3.177666666666665662e+01,3.009545454545454746e+01,2.841424242424243829e+01,2.673303030303030781e+01,2.505181818181817732e+01,2.337060606060604684e+01,2.229683333333333195e+01,2.183050000000000423e+01,2.136416666666666586e+01,2.089783333333333104e+01,2.043149999999999977e+01,1.996516666666666495e+01,1.949883333333333724e+01,1.903249999999999886e+01,1.856616666666666404e+01,1.809983333333333277e+01,1.763349999999999795e+01,1.716716666666666669e+01,1.670083333333333186e+01,1.623450000000000415e+01,1.576816666666666578e+01,1.530183333333333096e+01,1.483549999999999969e+01,1.436916666666666487e+01,1.390283333333333360e+01,1.343649999999999878e+01,1.297016666666666929e+01,1.250383333333333269e+01,1.203749999999999787e+01,1.157116666666666660e+01,1.110483333333333178e+01,1.063850000000000051e+01,1.017216666666666569e+01,9.705833333333329094e+00,9.239499999999999602e+00,8.773166666666663005e+00,8.306833333333333513e+00,7.840499999999996916e+00,7.374166666666667425e+00,7.080818181818181678e+00,6.960454545454544117e+00,6.840090909090909221e+00,6.719727272727271661e+00,6.599363636363636765e+00,6.478999999999999204e+00,6.358636363636364308e+00,6.238272727272726748e+00,6.117909090909090075e+00,5.997545454545456067e+00,5.877181818181815842e+00,5.756818181818181834e+00,5.636454545454545162e+00,5.516090909090907601e+00,5.395727272727274482e+00,5.275363636363634257e+00,5.155000000000000249e+00
1.398000000000000114e+02,1.231454545454545695e+02,1.064909090909090708e+02,8.983636363636364308e+01,7.880255722694572285e+01,7.017763897972530174e+01,6.155272073250490195e+01,4.065418520785835312e+02,3.717343168790720256e+02,3.369267816795604062e+02,3.035545454545454049e+02,2.830999999999999659e+02,2.626454545454545269e+02,2.421909090909090878e+02,2.217363636363636488e+02,2.012818181818180960e+02,1.808272727272727707e+02,1.671599999999999682e+02,1.602799999999999727e+02,1.533999999999999773e+02,1.465199999999999818e+02,1.396399999999999864e+02,1.327599999999999625e+02,1.258800000000000097e+02,1.189999999999999716e+02,1.121199999999999761e+02,1.052399999999999949e+02,9.835999999999999943e+01,9.148000000000000398e+01,8.459999999999996589e+01,7.771999999999997044e+01,7.083999999999997499e+01,6.395999999999997954e+01,5.707999999999999829e+01,5.517696969696969944e+01,5.327393939393939348e+01,5.137090909090908042e+01,4.946787878787879578e+01,4.756484848484848271e+01,4.566181818181816965e+01,4.375878787878787790e+01,4.185575757575759326e+01,3.995272727272727309e+01,3.804969696969696713e+01,3.614666666666664696e+01,3.424363636363636232e+01,3.234060606060607057e+01,3.043757575757576106e+01,2.853454545454544800e+01,2.663151515151513493e+01,2.541478787878787671e+01,2.488436363636363780e+01,2.435393939393939178e+01,2.382351515151514931e+01,2.329309090909091040e+01,2.276266666666666438e+01,2.223224242424242547e+01,2.170181818181817945e+01,2.117139393939393699e+01,2.064096969696969808e+01,2.011054545454545206e+01,1.958012121212121315e+01,1.904969696969696713e+01,1.851927272727272822e+01,1.798884848484848575e+01,1.745842424242423974e+01,1.692800000000000082e+01,1.639757575757575836e+01,1.586715151515151767e+01,1.533672727272727165e+01,1.480630303030303274e+01,1.427587878787878850e+01,1.374545454545454426e+01,1.321503030303030535e+01,1.268460606060605933e+01,1.215418181818182042e+01,1.162375757575757618e+01,1.109333333333333194e+01,1.056290909090909302e+01,1.003248484848484701e+01,9.502060606060609871e+00,8.971636363636363853e+00,8.441212121212124941e+00,8.107106060606060538e+00,7.969318181818181301e+00,7.831530303030302953e+00,7.693742424242423716e+00,7.555954545454545368e+00,7.418166666666666131e+00,7.280378787878788671e+00,7.142590909090908546e+00,7.004803030303029310e+00,6.867015151515152738e+00,6.729227272727269948e+00,6.591439393939394265e+00,6.453651515151515028e+00,6.315863636363634903e+00,6.178075757575759219e+00,6.040287878787875542e+00,5.902499999999999858e+00
1.543000000000000114e+02,1.359363636363636658e+02,1.175727272727272634e+02,9.920909090909091788e+01,8.791566593431537058e+01,7.965233155476585125e+01,7.138899717521637456e+01,6.312566279566689786e+01,5.486232841611740696e+01,3.535623756796668431e+02,3.226681818181817789e+02,3.013499999999999659e+02,2.800318181818181529e+02,2.587136363636363967e+02,2.373954545454545553e+02,2.160772727272726286e+02,1.947590909090909577e+02,1.804003030303030073e+02,1.730009090909090617e+02,1.656015151515151445e+02,1.582021212121211988e+02,1.508027272727272816e+02,1.434033333333333076e+02,1.360039393939394188e+02,1.286045454545454447e+02,1.212051515151514991e+02,1.138057575757575677e+02,1.064063636363636363e+02,9.900696969696970484e+01,9.160757575757573079e+01,8.420818181818179937e+01,7.680878787878786795e+01,6.940939393939393653e+01,6.200999999999999801e+01,5.995060606060606290e+01,5.789121212121212068e+01,5.583181818181817135e+01,5.377242424242425045e+01,5.171303030303030113e+01,4.965363636363635180e+01,4.759424242424242379e+01,4.553484848484849579e+01,4.347545454545455357e+01,4.141606060606059714e+01,3.935666666666665492e+01,3.729727272727272691e+01,3.523787878787879890e+01,3.317848484848484958e+01,3.111909090909090025e+01,2.905969696969695093e+01,2.774109090909090725e+01,2.716327272727273012e+01,2.658545454545454589e+01,2.600763636363636166e+01,2.542981818181818454e+01,2.485200000000000031e+01,2.427418181818181964e+01,2.369636363636363541e+01,2.311854545454545118e+01,2.254072727272727406e+01,2.196290909090908983e+01,2.138509090909091270e+01,2.080727272727272492e+01,2.022945454545454780e+01,1.965163636363636357e+01,1.907381818181817934e+01,1.849600000000000222e+01,1.791818181818181444e+01,1.734036363636364086e+01,1.676254545454545308e+01,1.618472727272727596e+01,1.560690909090909173e+01,1.502909090909090573e+01,1.445127272727272860e+01,1.387345454545454437e+01,1.329563636363636547e+01,1.271781818181818124e+01,1.213999999999999702e+01,1.156218181818181989e+01,1.098436363636363211e+01,1.040654545454545499e+01,9.828727272727270758e+00,9.250909090909093635e+00,8.886530303030301781e+00,8.735590909090907630e+00,8.584651515151515255e+00,8.433712121212119328e+00,8.282772727272726954e+00,8.131833333333332803e+00,7.980893939393939540e+00,7.829954545454544501e+00,7.679015151515150350e+00,7.528075757575758864e+00,7.377136363636361160e+00,7.226196969696969674e+00,7.075257575757575523e+00,6.924318181818180484e+00,6.773378787878788998e+00,6.622439393939391294e+00,6.471499999999999808e+00
1.793000000000000114e+02,1.579969696969697281e+02,1.366939393939393881e+02,1.153909090909090764e+02,1.026915151515151621e+02,9.367939393939393256e+01,8.466727272727271725e+01,7.565515151515151615e+01,6.664303030303031505e+01,5.763090909090908553e+01,4.904287296037294652e+01,3.293614850469538169e+02,3.074775786747803750e+02,2.855936723026069899e+02,2.637097659304336048e+02,2.418258595582600492e+02,2.199419531860867778e+02,2.048124242424242141e+02,1.964372727272727275e+02,1.880621212121212125e+02,1.796869696969696975e+02,1.713118181818181824e+02,1.629366666666666390e+02,1.545615151515151808e+02,1.461863636363636374e+02,1.378112121212121224e+02,1.294360606060606074e+02,1.210609090909091066e+02,1.126857575757575916e+02,1.043106060606060339e+02,9.593545454545453310e+01,8.756030303030301809e+01,7.918515151515151729e+01,7.081000000000000227e+01,6.846999999999999886e+01,6.613000000000000966e+01,6.378999999999999204e+01,6.145000000000000995e+01,5.910999999999999943e+01,5.676999999999998892e+01,5.443000000000000682e+01,5.209000000000001762e+01,4.975000000000000711e+01,4.740999999999999659e+01,4.506999999999998607e+01,4.273000000000000398e+01,4.039000000000001478e+01,3.805000000000000426e+01,3.570999999999999375e+01,3.336999999999998323e+01,3.186878787878788089e+01,3.120636363636364052e+01,3.054393939393939661e+01,2.988151515151514914e+01,2.921909090909091233e+01,2.855666666666666487e+01,2.789424242424242806e+01,2.723181818181818414e+01,2.656939393939393668e+01,2.590696969696969632e+01,2.524454545454545240e+01,2.458212121212121559e+01,2.391969696969696813e+01,2.325727272727273132e+01,2.259484848484848385e+01,2.193242424242423994e+01,2.127000000000000313e+01,2.060757575757575566e+01,1.994515151515151530e+01,1.928272727272727138e+01,1.862030303030303457e+01,1.795787878787878711e+01,1.729545454545453964e+01,1.663303030303030283e+01,1.597060606060605892e+01,1.530818181818181856e+01,1.464575757575757464e+01,1.398333333333332718e+01,1.332090909090909037e+01,1.265848484848484290e+01,1.199606060606060609e+01,1.133363636363635862e+01,1.067121212121212182e+01,1.025303030303030205e+01,1.007909090909090821e+01,9.905151515151514374e+00,9.731212121212120536e+00,9.557272727272726698e+00,9.383333333333332860e+00,9.209393939393939021e+00,9.035454545454545183e+00,8.861515151515149569e+00,8.687575757575759283e+00,8.513636363636360116e+00,8.339696969696969830e+00,8.165757575757574216e+00,7.991818181818180378e+00,7.817878787878789204e+00,7.643939393939390925e+00,7.469999999999999751e+00
1.899000000000000057e+02,1.673848484848485043e+02,1.448696969696969461e+02,1.223545454545454447e+02,1.089128787878787818e+02,9.935984848484847021e+01,8.980681818181817277e+01,8.025378787878787534e+01,7.070075757575759212e+01,6.114772727272725916e+01,5.210856449880352415e+01,4.769420948683895745e+01,4.327985447487438364e+01,3.886549946290980984e+01,2.622700766939433947e+02,2.437220460163659652e+02,2.251740153387887347e+02,2.116015151515151445e+02,2.030045454545454504e+02,1.944075757575757564e+02,1.858106060606060623e+02,1.772136363636363683e+02,1.686166666666666174e+02,1.600196969696969802e+02,1.514227272727272293e+02,1.428257575757575637e+02,1.342287878787878697e+02,1.256318181818181756e+02,1.170348484848484816e+02,1.084378787878787449e+02,9.984090909090905086e+01,9.124393939393937103e+01,8.264696969696967699e+01,7.404999999999999716e+01,7.160999999999999943e+01,6.917000000000000171e+01,6.672999999999998977e+01,6.429000000000000625e+01,6.184999999999999432e+01,5.940999999999998238e+01,5.696999999999999886e+01,5.453000000000001535e+01,5.209000000000000341e+01,4.964999999999999147e+01,4.720999999999997954e+01,4.476999999999999602e+01,4.233000000000001251e+01,3.989000000000000057e+01,3.744999999999998863e+01,3.500999999999997669e+01,3.344348484848484304e+01,3.275045454545454504e+01,3.205742424242423994e+01,3.136439393939393483e+01,3.067136363636363683e+01,2.997833333333333172e+01,2.928530303030303372e+01,2.859227272727272506e+01,2.789924242424241996e+01,2.720621212121211840e+01,2.651318181818181330e+01,2.582015151515151530e+01,2.512712121212121019e+01,2.443409090909091219e+01,2.374106060606060353e+01,2.304803030303029843e+01,2.235500000000000043e+01,2.166196969696969177e+01,2.096893939393939377e+01,2.027590909090908866e+01,1.958287878787879066e+01,1.888984848484848555e+01,1.819681818181817690e+01,1.750378787878787890e+01,1.681075757575757379e+01,1.611772727272727224e+01,1.542469696969696713e+01,1.473166666666666202e+01,1.403863636363636402e+01,1.334560606060605537e+01,1.265257575757575736e+01,1.195954545454545226e+01,1.126651515151515426e+01,1.082821212121212007e+01,1.064463636363636212e+01,1.046106060606060595e+01,1.027748484848484800e+01,1.009390909090909183e+01,9.910333333333332106e+00,9.726757575757575935e+00,9.543181818181817988e+00,9.359606060606058264e+00,9.176030303030305646e+00,8.992454545454542369e+00,8.808878787878787975e+00,8.625303030303030027e+00,8.441727272727270304e+00,8.258151515151517685e+00,8.074575757575754409e+00,7.891000000000000014e+00
2.118000000000000114e+02,1.867090909090909463e+02,1.616181818181817960e+02,1.365272727272727025e+02,1.215492424242424363e+02,1.109053030303030170e+02,1.002613636363636260e+02,8.961742424242424931e+01,7.897348484848485839e+01,6.832954545454543904e+01,5.831699516569285180e+01,5.398694682262147637e+01,4.965689847955010805e+01,4.532685013647873973e+01,4.099680179340736430e+01,3.666675345033596756e+01,2.421980102432358706e+02,2.284960606060605812e+02,2.192881818181817835e+02,2.100803030303030141e+02,2.008724242424242448e+02,1.916645454545454470e+02,1.824566666666666208e+02,1.732487878787878799e+02,1.640409090909090537e+02,1.548330303030302844e+02,1.456251515151515150e+02,1.364172727272727172e+02,1.272093939393939337e+02,1.180015151515151075e+02,1.087936363636363239e+02,9.958575757575755460e+01,9.037787878787875684e+01,8.117000000000000171e+01,7.850454545454546462e+01,7.583909090909091333e+01,7.317363636363636203e+01,7.050818181818182495e+01,6.784272727272727366e+01,6.517727272727270815e+01,6.251181818181818528e+01,5.984636363636365530e+01,5.718090909090909690e+01,5.451545454545453140e+01,5.184999999999998010e+01,4.918454545454545013e+01,4.651909090909092015e+01,4.385363636363636175e+01,4.118818181818180335e+01,3.852272727272724495e+01,3.680939393939393511e+01,3.604818181818181699e+01,3.528696969696969177e+01,3.452575757575756654e+01,3.376454545454545553e+01,3.300333333333333030e+01,3.224212121212121218e+01,3.148090909090908696e+01,3.071969696969696173e+01,2.995848484848484716e+01,2.919727272727272194e+01,2.843606060606060737e+01,2.767484848484848214e+01,2.691363636363636402e+01,2.615242424242423880e+01,2.539121212121211357e+01,2.462999999999999901e+01,2.386878787878787733e+01,2.310757575757575921e+01,2.234636363636363399e+01,2.158515151515151587e+01,2.082393939393939419e+01,2.006272727272726897e+01,1.930151515151515085e+01,1.854030303030302917e+01,1.777909090909091105e+01,1.701787878787878583e+01,1.625666666666666060e+01,1.549545454545454604e+01,1.473424242424242081e+01,1.397303030303030624e+01,1.321181818181818102e+01,1.245060606060606290e+01,1.196869696969696939e+01,1.176609090909090760e+01,1.156348484848484937e+01,1.136087878787878758e+01,1.115827272727272756e+01,1.095566666666666578e+01,1.075306060606060754e+01,1.055045454545454575e+01,1.034784848484848396e+01,1.014524242424242750e+01,9.942636363636360386e+00,9.740030303030303926e+00,9.537424242424242138e+00,9.334818181818180349e+00,9.132212121212123890e+00,8.929606060606056772e+00,8.727000000000000313e+00
2.265999999999999943e+02,1.998121212121212409e+02,1.730242424242423738e+02,1.462363636363636203e+02,1.302263636363636294e+02,1.188354545454545246e+02,1.074445454545454481e+02,9.605363636363637170e+01,8.466272727272729526e+01,7.327181818181817619e+01,6.258348484848483650e+01,5.821833333333332661e+01,5.385318181818181671e+01,4.948803030303030681e+01,4.512287878787878981e+01,4.075772727272725149e+01,3.639257575757577001e+01,3.288099213326398740e+01,2.188324496865476192e+02,2.099349530407777991e+02,2.010374563950079505e+02,1.921399597492381304e+02,1.832424631034682250e+02,1.743449664576984617e+02,1.654474698119285563e+02,1.565499731661587361e+02,1.476524765203889160e+02,1.387549798746190675e+02,1.298574832288492189e+02,1.209599865830793419e+02,1.120624899373095076e+02,1.031649932915396732e+02,9.426749664576983889e+01,8.537000000000000455e+01,8.257666666666666799e+01,7.978333333333334565e+01,7.698999999999999488e+01,7.419666666666668675e+01,7.140333333333333599e+01,6.860999999999998522e+01,6.581666666666667709e+01,6.302333333333335474e+01,6.023000000000001108e+01,5.743666666666666742e+01,5.464333333333331666e+01,5.185000000000000142e+01,4.905666666666668618e+01,4.626333333333334252e+01,4.346999999999999176e+01,4.067666666666664810e+01,3.887893939393939036e+01,3.807681818181818301e+01,3.727469696969696855e+01,3.647257575757575410e+01,3.567045454545454675e+01,3.486833333333333229e+01,3.406621212121212494e+01,3.326409090909091049e+01,3.246196969696969603e+01,3.165984848484848513e+01,3.085772727272727067e+01,3.005560606060606332e+01,2.925348484848484532e+01,2.845136363636364152e+01,2.764924242424242351e+01,2.684712121212120906e+01,2.604500000000000171e+01,2.524287878787878725e+01,2.444075757575757990e+01,2.363863636363636545e+01,2.283651515151515810e+01,2.203439393939394009e+01,2.123227272727272563e+01,2.043015151515151828e+01,1.962803030303030027e+01,1.882590909090909648e+01,1.802378787878787847e+01,1.722166666666666401e+01,1.641954545454545666e+01,1.561742424242424221e+01,1.481530303030303486e+01,1.401318181818181685e+01,1.321106060606060950e+01,1.270266666666666744e+01,1.248799999999999955e+01,1.227333333333333343e+01,1.205866666666666553e+01,1.184400000000000119e+01,1.162933333333333330e+01,1.141466666666666718e+01,1.119999999999999929e+01,1.098533333333333317e+01,1.077066666666667061e+01,1.055599999999999739e+01,1.034133333333333482e+01,1.012666666666666693e+01,9.911999999999999034e+00,9.697333333333336469e+00,9.482666666666663247e+00,9.268000000000000682e+00
2.471999999999999886e+02,2.180181818181818301e+02,1.888363636363636147e+02,1.596545454545454561e+02,1.422030303030303173e+02,1.297787878787878526e+02,1.173545454545454447e+02,1.049303030303030368e+02,9.250606060606062897e+01,8.008181818181817846e+01,6.842303030303030198e+01,6.365333333333332888e+01,5.888363636363636289e+01,5.411393939393939689e+01,4.934424242424243090e+01,4.457454545454543648e+01,3.980484848484849891e+01,3.614123464726129242e+01,3.358370394178389517e+01,3.102617323630649082e+01,2.846864253082909357e+01,1.909743450840873038e+02,1.826864829937466652e+02,1.743986209034061119e+02,1.661107588130654733e+02,1.578228967227248631e+02,1.495350346323842530e+02,1.412471725420436428e+02,1.329593104517030611e+02,1.246714483613624083e+02,1.163835862710217981e+02,1.080957241806812021e+02,9.980786209034059198e+01,9.151999999999999602e+01,8.853212121212121133e+01,8.554424242424242664e+01,8.255636363636362773e+01,7.956848484848485725e+01,7.658060606060605835e+01,7.359272727272724524e+01,7.060484848484847475e+01,6.761696969696971848e+01,6.462909090909090537e+01,6.164121212121210647e+01,5.865333333333330756e+01,5.566545454545453708e+01,5.267757575757577371e+01,4.968969696969696770e+01,4.670181818181816880e+01,4.371393939393936279e+01,4.179015151515151416e+01,4.093045454545454476e+01,4.007075757575757535e+01,3.921106060606059884e+01,3.835136363636363654e+01,3.749166666666666003e+01,3.663196969696969774e+01,3.577227272727272123e+01,3.491257575757575182e+01,3.405287878787878952e+01,3.319318181818181301e+01,3.233348484848485072e+01,3.147378787878787421e+01,3.061409090909091191e+01,2.975439393939393540e+01,2.889469696969696599e+01,2.803500000000000014e+01,2.717530303030302719e+01,2.631560606060606489e+01,2.545590909090908838e+01,2.459621212121212608e+01,2.373651515151514957e+01,2.287681818181817661e+01,2.201712121212121431e+01,2.115742424242423780e+01,2.029772727272727550e+01,1.943803030303030255e+01,1.857833333333332604e+01,1.771863636363636374e+01,1.685893939393939078e+01,1.599924242424242493e+01,1.513954545454545197e+01,1.427984848484848968e+01,1.373419696969696879e+01,1.350259090909090709e+01,1.327098484848484716e+01,1.303937878787878546e+01,1.280777272727272731e+01,1.257616666666666561e+01,1.234456060606060568e+01,1.211295454545454398e+01,1.188134848484848227e+01,1.164974242424242590e+01,1.141813636363635887e+01,1.118653030303030249e+01,1.095492424242424079e+01,1.072331818181817908e+01,1.049171212121212271e+01,1.026010606060605568e+01,1.002849999999999930e+01
